date,attraction,city,tourists,rainfall,temperature,rainy_days,sunshine,type,region,ln_tourists,rain_lag1,rain_lag2,heavy_rain
2022-01,蓮池潭,高雄,80582,58.5,20.1,4.0,152.5,Outdoor,south,11.297042988134223,1.0,14.5,0
2022-01,蓮池潭,高雄,80582,33.0,19.1,2.0,30.3,Outdoor,south,11.297042988134223,58.5,1.0,0
2022-02,蓮池潭,高雄,84884,33.5,18.0,8.0,110.9,Outdoor,south,11.349052678244734,33.0,58.5,0
2022-03,蓮池潭,高雄,78435,23.5,23.1,3.0,209.1,Outdoor,south,11.270038284619407,33.5,33.0,0
2022-04,蓮池潭,高雄,156142,2.5,24.9,3.0,226.7,Outdoor,south,11.958527533016028,23.5,33.5,0
2022-05,蓮池潭,高雄,138487,227.0,25.9,12.0,121.9,Outdoor,south,11.838538958256565,2.5,23.5,0
2022-06,蓮池潭,高雄,140271,155.0,28.6,8.0,234.6,Outdoor,south,11.851338673828367,227.0,2.5,0
2022-07,蓮池潭,高雄,212843,102.5,29.2,9.0,232.8,Outdoor,south,12.268314781993586,155.0,227.0,0
2022-08,蓮池潭,高雄,203979,229.0,28.5,13.0,228.2,Outdoor,south,12.225777228804509,102.5,155.0,0
2022-09,蓮池潭,高雄,167025,108.5,27.7,8.0,187.3,Outdoor,south,12.02590476790343,229.0,102.5,0
2022-10,蓮池潭,高雄,204335,15.5,26.1,6.0,185.0,Outdoor,south,12.227520976736043,108.5,229.0,0
2022-12,蓮池潭,高雄,219448,15.5,19.0,2.0,210.1,Outdoor,south,12.298875138259335,15.5,108.5,0
2023-04,蓮池潭,高雄,224728,2.5,25.6,1.0,222.6,Outdoor,south,12.322650510815953,15.5,15.5,0
2023-05,蓮池潭,高雄,218075,62.0,27.3,8.0,199.4,Outdoor,south,12.292598904869262,2.5,15.5,0
2023-06,蓮池潭,高雄,207441,350.5,28.8,11.0,213.5,Outdoor,south,12.242607061508144,62.0,2.5,1
2023-07,蓮池潭,高雄,208589,276.5,28.9,10.0,231.3,Outdoor,south,12.248125881761172,350.5,62.0,1
2023-08,蓮池潭,高雄,207127,519.0,28.1,20.0,154.1,Outdoor,south,12.241092238631214,276.5,350.5,1
2023-09,蓮池潭,高雄,195256,432.0,28.0,10.0,189.1,Outdoor,south,12.182071918531754,519.0,276.5,1
2023-10,蓮池潭,高雄,223186,26.5,26.5,4.0,184.0,Outdoor,south,12.315765264065462,432.0,519.0,0
2023-11,蓮池潭,高雄,212228,0.0,23.5,0.0,246.6,Outdoor,south,12.265421159349387,26.5,432.0,0
2023-12,蓮池潭,高雄,221021,10.0,20.9,4.0,148.8,Outdoor,south,12.306017523056678,0.0,26.5,0
2024-02,蓮池潭,高雄,469006,4.0,21.2,1.0,223.4,Outdoor,south,13.058372972690169,10.0,0.0,0
2024-03,蓮池潭,高雄,398418,1.5,22.8,1.0,220.3,Outdoor,south,12.895259494318465,4.0,10.0,0
2024-04,蓮池潭,高雄,394404,177.5,27.1,6.0,207.9,Outdoor,south,12.885133579115045,1.5,4.0,0
2024-05,蓮池潭,高雄,407824,157.0,27.1,10.0,146.0,Outdoor,south,12.918593439804503,177.5,1.5,0
2024-06,蓮池潭,高雄,378003,216.0,29.1,10.0,205.0,Outdoor,south,12.842660056556317,157.0,177.5,0
2024-07,蓮池潭,高雄,394397,945.5,29.3,13.0,235.1,Outdoor,south,12.885115830703844,216.0,157.0,1
2024-08,蓮池潭,高雄,400926,231.0,28.4,12.0,218.8,Outdoor,south,12.901534644828743,945.5,216.0,0
2024-09,蓮池潭,高雄,389521,485.5,28.2,11.0,186.5,Outdoor,south,12.872675625367943,231.0,945.5,1
2024-10,蓮池潭,高雄,537328,519.0,26.5,8.0,147.3,Outdoor,south,13.194365848831954,485.5,231.0,1
2024-11,蓮池潭,高雄,470607,174.0,23.7,5.0,173.3,Outdoor,south,13.061780754705918,519.0,485.5,0
2024-12,蓮池潭,高雄,513876,21.5,19.0,2.0,173.9,Outdoor,south,13.149739216189687,174.0,519.0,0
2016-03,陽明公園,臺北,691332,285.7,17.5,19.0,90.3,Outdoor,north,13.446376896943306,78.9,256.0,1
2016-04,陽明公園,臺北,25200,184.4,24.0,14.0,81.9,Outdoor,north,10.134638955251866,285.7,78.9,0
2016-05,陽明公園,臺北,30750,186.7,27.1,15.0,104.0,Outdoor,north,10.333677793031093,184.4,285.7,0
2016-06,陽明公園,臺北,24750,429.8,29.4,21.0,125.6,Outdoor,north,10.11662117122102,186.7,184.4,1
2016-07,陽明公園,臺北,15400,174.6,30.3,13.0,192.7,Outdoor,north,9.642187721358466,429.8,186.7,0
2016-08,陽明公園,臺北,9540,141.4,30.1,14.0,187.5,Outdoor,north,9.163353580751846,174.6,429.8,0
2016-09,陽明公園,臺北,4940,428.5,27.8,22.0,90.8,Outdoor,north,8.50532301884575,141.4,174.6,1
2016-10,陽明公園,臺北,4750,137.6,27.0,16.0,132.1,Outdoor,north,8.46611040118692,428.5,141.4,0
2016-11,陽明公園,臺北,6513,111.6,22.6,11.0,86.4,Outdoor,north,8.781708985836179,137.6,428.5,0
2016-12,陽明公園,臺北,4883,16.5,20.1,6.0,84.8,Outdoor,north,8.493719835230594,111.6,137.6,0
2017-01,陽明公園,臺北,8490,21.8,18.3,11.0,79.2,Outdoor,north,9.046762057999363,16.5,111.6,0
2017-02,陽明公園,臺北,569737,123.7,17.0,8.0,70.0,Outdoor,north,13.252931885016885,21.8,16.5,0
2017-03,陽明公園,臺北,802012,182.7,18.2,18.0,60.8,Outdoor,north,13.594880096193588,123.7,21.8,0
2017-04,陽明公園,臺北,35988,121.5,22.5,13.0,105.6,Outdoor,north,10.49096861519108,182.7,123.7,0
2017-05,陽明公園,臺北,26671,135.5,25.6,16.0,83.8,Outdoor,north,10.191369604990575,121.5,182.7,0
2017-06,陽明公園,臺北,23895,649.7,28.0,16.0,83.8,Outdoor,north,10.081466359895945,135.5,121.5,1
2017-07,陽明公園,臺北,17950,206.6,30.3,12.0,165.3,Outdoor,north,9.79540110267107,649.7,135.5,0
2017-08,陽明公園,臺北,15050,166.2,31.1,11.0,208.3,Outdoor,north,9.619199713152362,206.6,649.7,0
2017-09,陽明公園,臺北,12850,175.6,29.6,9.0,167.3,Outdoor,north,9.461176908307142,166.2,206.6,0
2017-10,陽明公園,臺北,9050,368.6,25.6,22.0,101.0,Outdoor,north,9.11063052782717,175.6,166.2,1
2017-11,陽明公園,臺北,8270,120.9,22.5,19.0,55.6,Outdoor,north,9.020510699691906,368.6,175.6,0
2017-12,陽明公園,臺北,8660,66.9,17.8,18.0,56.4,Outdoor,north,9.066585468331045,120.9,368.6,0
2018-01,陽明公園,臺北,8750,255.8,16.9,13.0,78.6,Outdoor,north,9.076923258535832,66.9,120.9,1
2018-02,陽明公園,臺北,247131,163.6,15.6,15.0,54.5,Outdoor,north,12.417677885817831,255.8,66.9,0
2018-03,陽明公園,臺北,891890,37.3,20.6,10.0,161.1,Outdoor,north,13.70109920678603,163.6,255.8,0
2018-04,陽明公園,臺北,26500,59.6,23.5,9.0,115.8,Outdoor,north,10.184937747111391,37.3,163.6,0
2018-05,陽明公園,臺北,23500,42.0,28.2,4.0,137.3,Outdoor,north,10.064798252418377,59.6,37.3,0
2018-06,陽明公園,臺北,24400,119.8,28.5,13.0,105.7,Outdoor,north,10.102379394048045,42.0,59.6,0
2018-07,陽明公園,臺北,15700,190.3,30.3,8.0,186.1,Outdoor,north,9.661479683575521,119.8,42.0,0
2018-08,陽明公園,臺北,16060,186.8,29.5,19.0,128.0,Outdoor,north,9.684149252062896,190.3,119.8,0
2018-09,陽明公園,臺北,14010,321.9,28.2,18.0,148.1,Outdoor,north,9.547598014371232,186.8,190.3,1
2018-10,陽明公園,臺北,7630,125.1,23.3,19.0,103.8,Outdoor,north,8.939974177289633,321.9,186.8,0
2018-11,陽明公園,臺北,9940,64.4,22.7,13.0,91.0,Outdoor,north,9.204422898212146,125.1,321.9,0
2018-12,陽明公園,臺北,9480,54.4,19.5,16.0,91.1,Outdoor,north,9.15704507491796,64.4,125.1,0
2019-01,陽明公園,臺北,10340,45.0,18.5,10.0,78.0,Outdoor,north,9.243871855184976,54.4,64.4,0
2019-02,陽明公園,臺北,362770,64.1,18.8,9.0,55.5,Outdoor,north,12.801527060180389,45.0,54.4,0
2019-03,陽明公園,臺北,616450,184.2,19.8,16.0,76.3,Outdoor,north,13.331734117486963,64.1,45.0,0
2019-04,陽明公園,臺北,35100,115.1,24.2,13.0,105.0,Outdoor,north,10.465984899076615,184.2,64.1,0
2019-05,陽明公園,臺北,28300,335.8,25.0,17.0,80.3,Outdoor,north,10.250652418696085,115.1,184.2,1
2019-06,陽明公園,臺北,26400,419.5,28.5,16.0,91.4,Outdoor,north,10.181157167204903,335.8,115.1,1
2019-07,陽明公園,臺北,14400,439.3,30.3,16.0,145.5,Outdoor,north,9.575052927597383,419.5,335.8,1
2019-08,陽明公園,臺北,13300,212.4,30.5,15.0,186.8,Outdoor,north,9.495594499353297,439.3,419.5,0
2019-09,陽明公園,臺北,13500,377.1,27.3,15.0,139.7,Outdoor,north,9.510519035757246,212.4,439.3,1
2019-10,陽明公園,臺北,9800,27.1,25.3,8.0,159.0,Outdoor,north,9.19023970026918,377.1,212.4,0
2019-11,陽明公園,臺北,9400,13.8,22.0,11.0,102.9,Outdoor,north,9.148571345578551,27.1,377.1,0
2019-12,陽明公園,臺北,9300,136.2,19.1,9.0,80.8,Outdoor,north,9.137877200242468,13.8,27.1,0
2020-01,陽明公園,臺北,63502,38.6,17.9,10.0,113.2,Outdoor,north,11.058842427859304,136.2,13.8,0
2020-02,陽明公園,臺北,182033,29.6,18.7,8.0,126.0,Outdoor,north,12.111948761798335,38.6,136.2,0
2020-03,陽明公園,臺北,395529,245.5,20.8,17.0,87.1,Outdoor,north,12.887981916663316,29.6,38.6,0
2020-04,陽明公園,臺北,17600,87.9,20.9,15.0,93.6,Outdoor,north,9.77571099759397,245.5,29.6,0
2020-05,陽明公園,臺北,10400,405.8,26.9,15.0,107.2,Outdoor,north,9.249657234353133,87.9,245.5,1
2020-06,陽明公園,臺北,20600,117.9,30.5,8.0,150.6,Outdoor,north,9.933094897288786,405.8,87.9,0
2020-07,陽明公園,臺北,15600,133.5,30.9,9.0,160.3,Outdoor,north,9.65509029374725,117.9,405.8,0
2020-08,陽明公園,臺北,17800,322.5,30.2,13.0,193.5,Outdoor,north,9.787009914477434,133.5,117.9,1
2020-09,陽明公園,臺北,15420,129.5,27.8,15.0,133.1,Outdoor,north,9.643485495857657,322.5,133.5,0
2020-10,陽明公園,臺北,7380,25.5,24.5,11.0,83.0,Outdoor,north,8.906664409770052,129.5,322.5,0
2020-11,陽明公園,臺北,10070,21.5,23.3,10.0,88.0,Outdoor,north,9.217415285648144,25.5,129.5,0
2020-12,陽明公園,臺北,8690,145.0,18.1,24.0,16.9,Outdoor,north,9.07004328643746,21.5,25.5,0
2021-01,陽明公園,臺北,14994,41.0,16.0,10.0,124.5,Outdoor,north,9.61547209118311,145.0,21.5,0
2021-02,陽明公園,臺北,609339,46.5,19.1,7.0,150.6,Outdoor,north,13.32013168318731,41.0,145.0,0
2021-03,陽明公園,臺北,572943,77.5,20.3,8.0,110.1,Outdoor,north,13.258543259681776,46.5,41.0,0
2021-04,陽明公園,臺北,12322,60.0,22.4,4.0,133.1,Outdoor,north,9.419222713938122,77.5,46.5,0
2021-05,陽明公園,臺北,3022,119.5,28.2,6.0,141.3,Outdoor,north,8.014004994779459,60.0,77.5,0
2021-06,陽明公園,臺北,18052,316.5,29.3,10.0,152.4,Outdoor,north,9.801067154936659,119.5,60.0,1
2021-07,陽明公園,臺北,9750,288.0,30.3,13.0,217.2,Outdoor,north,9.18512512283512,316.5,119.5,1
2021-08,陽明公園,臺北,14460,409.0,28.9,17.0,165.6,Outdoor,north,9.579210649614792,288.0,316.5,1
2021-09,陽明公園,臺北,13520,181.5,29.5,8.0,225.4,Outdoor,north,9.511999311358759,409.0,288.0,0
2021-10,陽明公園,臺北,6308,245.0,25.7,12.0,124.5,Outdoor,north,8.74973246437081,181.5,409.0,0
2021-11,陽明公園,臺北,5970,70.0,21.2,12.0,64.7,Outdoor,north,8.694669696546992,245.0,181.5,0
2021-12,陽明公園,臺北,6622,54.0,18.3,9.0,83.0,Outdoor,north,8.798303718484979,70.0,245.0,0
2022-01,陽明公園,臺北,202150,122.0,17.2,13.0,47.1,Outdoor,north,12.216770221878349,54.0,70.0,0
2022-02,陽明公園,臺北,278450,252.0,16.4,21.0,31.1,Outdoor,north,12.536997380320399,122.0,54.0,1
2022-03,陽明公園,臺北,544370,197.5,21.1,11.0,128.5,Outdoor,north,13.207386278685904,252.0,122.0,0
2022-04,陽明公園,臺北,525003,108.5,22.5,7.0,100.9,Outdoor,north,13.171161160592355,197.5,252.0,0
2022-05,陽明公園,臺北,219193,486.0,23.4,20.0,48.2,Outdoor,north,12.297712461418596,108.5,197.5,1
2022-06,陽明公園,臺北,207641,234.5,28.1,15.0,136.1,Outdoor,north,12.243570721950258,486.0,108.5,0
2022-07,陽明公園,臺北,296942,122.0,30.8,10.0,241.2,Outdoor,north,12.601295480174073,234.5,486.0,0
2022-08,陽明公園,臺北,362586,218.5,30.6,10.0,218.1,Outdoor,north,12.801019724481474,122.0,234.5,0
2022-09,陽明公園,臺北,203882,256.0,27.3,15.0,160.0,Outdoor,north,12.225301578883684,218.5,122.0,1
2022-10,陽明公園,臺北,184476,449.5,24.2,20.0,77.2,Outdoor,north,12.125280073445248,256.0,218.5,1
2022-11,陽明公園,臺北,330665,119.5,23.6,5.0,102.8,Outdoor,north,12.708864081467835,449.5,256.0,0
2022-12,陽明公園,臺北,137314,90.5,16.6,18.0,56.6,Outdoor,north,11.830032835606653,119.5,449.5,0
2023-01,陽明公園,臺北,351555,28.0,17.0,10.0,88.0,Outdoor,north,12.770124294755167,90.5,119.5,0
2023-02,陽明公園,臺北,383053,37.5,17.5,7.0,68.2,Outdoor,north,12.855931250391423,28.0,90.5,0
2023-03,陽明公園,臺北,658319,23.5,20.0,7.0,151.0,Outdoor,north,13.397446414279594,37.5,28.0,0
2023-04,陽明公園,臺北,611056,109.5,22.6,9.0,111.9,Outdoor,north,13.322945523491555,23.5,37.5,0
2023-05,陽明公園,臺北,549175,182.5,25.8,13.0,136.4,Outdoor,north,13.216174251993916,109.5,23.5,0
2023-06,陽明公園,臺北,483219,482.0,28.8,13.0,136.3,Outdoor,north,13.088227315474647,182.5,109.5,1
2023-07,陽明公園,臺北,457438,119.0,30.4,13.0,212.3,Outdoor,north,13.0333988214747,482.0,182.5,0
2023-08,陽明公園,臺北,399813,459.5,29.7,16.0,185.7,Outdoor,north,12.898754717944092,119.0,482.0,1
2023-09,陽明公園,臺北,475343,153.0,29.0,12.0,215.0,Outdoor,north,13.071794031429194,459.5,119.0,0
2023-10,陽明公園,臺北,556056,87.0,25.3,10.0,95.3,Outdoor,north,13.228626085963722,153.0,459.5,0
2023-11,陽明公園,臺北,498650,17.0,22.4,8.0,155.9,Outdoor,north,13.119661731242623,87.0,153.0,0
2023-12,陽明公園,臺北,488298,89.0,18.8,8.0,87.4,Outdoor,north,13.098683202126296,17.0,87.0,0
2024-01,陽明公園,臺北,455533,37.5,16.9,10.0,107.1,Outdoor,north,13.029225636145657,89.0,17.0,0
2024-02,陽明公園,臺北,638718,43.0,18.0,5.0,110.7,Outdoor,north,13.367219887032693,37.5,89.0,0
2024-03,陽明公園,臺北,738390,104.0,19.3,12.0,108.9,Outdoor,north,13.512228773580789,43.0,37.5,0
2024-04,陽明公園,臺北,569279,214.5,24.9,19.0,84.4,Outdoor,north,13.252127683459607,104.0,43.0,0
2024-05,陽明公園,臺北,590482,104.5,25.4,12.0,120.1,Outdoor,north,13.28869612504341,214.5,104.0,0
2024-06,陽明公園,臺北,560933,339.0,28.5,19.0,111.6,Outdoor,north,13.237358530525052,104.5,214.5,1
2024-07,陽明公園,臺北,468844,377.5,30.1,13.0,212.9,Outdoor,north,13.058027502399309,339.0,104.5,1
2024-08,陽明公園,臺北,497233,267.5,29.8,12.0,198.3,Outdoor,north,13.116816019225176,377.5,339.0,1
2024-09,陽明公園,臺北,488439,426.5,29.3,15.0,193.7,Outdoor,north,13.098971917946958,267.5,377.5,1
2024-10,陽明公園,臺北,530380,411.5,26.1,18.0,103.4,Outdoor,north,13.18135089519105,426.5,267.5,1
2024-11,陽明公園,臺北,460048,45.5,22.2,11.0,63.4,Outdoor,north,13.03908828453137,411.5,426.5,0
2024-12,陽明公園,臺北,438323,22.0,17.6,5.0,55.0,Outdoor,north,12.990713641923533,45.5,411.5,0
2016-03,陽明山遊客中心,臺北,10391,285.7,17.5,19.0,90.3,Indoor,north,9.248791558350435,78.9,256.0,1
2016-04,陽明山遊客中心,臺北,11667,184.4,24.0,14.0,81.9,Indoor,north,9.364605330987612,285.7,78.9,0
2016-05,陽明山遊客中心,臺北,12854,186.7,27.1,15.0,104.0,Indoor,north,9.46148811969999,184.4,285.7,0
2016-06,陽明山遊客中心,臺北,12468,429.8,29.4,21.0,125.6,Indoor,north,9.431000842996585,186.7,184.4,1
2016-07,陽明山遊客中心,臺北,11457,174.6,30.3,13.0,192.7,Indoor,north,9.346443454968522,429.8,186.7,0
2016-08,陽明山遊客中心,臺北,9562,141.4,30.1,14.0,187.5,Indoor,north,9.165656764349542,174.6,429.8,0
2016-09,陽明山遊客中心,臺北,7305,428.5,27.8,22.0,90.8,Indoor,north,8.896451207355227,141.4,174.6,1
2016-10,陽明山遊客中心,臺北,0,137.6,27.0,16.0,132.1,Indoor,north,0.0,428.5,141.4,0
2016-11,陽明山遊客中心,臺北,0,111.6,22.6,11.0,86.4,Indoor,north,0.0,137.6,428.5,0
2016-12,陽明山遊客中心,臺北,0,16.5,20.1,6.0,84.8,Indoor,north,0.0,111.6,137.6,0
2017-01,陽明山遊客中心,臺北,11835,21.8,18.3,11.0,79.2,Indoor,north,9.3789010135201,16.5,111.6,0
2017-02,陽明山遊客中心,臺北,14029,123.7,17.0,8.0,70.0,Indoor,north,9.548953173096507,21.8,16.5,0
2017-03,陽明山遊客中心,臺北,14400,182.7,18.2,18.0,60.8,Indoor,north,9.575052927597383,123.7,21.8,0
2017-04,陽明山遊客中心,臺北,18840,121.5,22.5,13.0,105.6,Indoor,north,9.843790625278,182.7,123.7,0
2017-05,陽明山遊客中心,臺北,16300,135.5,25.6,16.0,83.8,Indoor,north,9.69898173460629,121.5,182.7,0
2017-06,陽明山遊客中心,臺北,13364,649.7,28.0,16.0,83.8,Indoor,north,9.50039462857302,135.5,121.5,1
2017-07,陽明山遊客中心,臺北,21623,206.6,30.3,12.0,165.3,Indoor,north,9.981559087956283,649.7,135.5,0
2017-08,陽明山遊客中心,臺北,22431,166.2,31.1,11.0,208.3,Indoor,north,10.018243789834317,206.6,649.7,0
2017-09,陽明山遊客中心,臺北,6780,175.6,29.6,9.0,167.3,Indoor,north,8.821879862683842,166.2,206.6,0
2017-10,陽明山遊客中心,臺北,0,368.6,25.6,22.0,101.0,Indoor,north,0.0,175.6,166.2,1
2017-11,陽明山遊客中心,臺北,0,120.9,22.5,19.0,55.6,Indoor,north,0.0,368.6,175.6,0
2017-12,陽明山遊客中心,臺北,0,66.9,17.8,18.0,56.4,Indoor,north,0.0,120.9,368.6,0
2018-01,陽明山遊客中心,臺北,18832,255.8,16.9,13.0,78.6,Indoor,north,9.843365929194746,66.9,120.9,1
2018-02,陽明山遊客中心,臺北,52386,163.6,15.6,15.0,54.5,Indoor,north,10.866413747926268,255.8,66.9,0
2018-03,陽明山遊客中心,臺北,16896,37.3,20.6,10.0,161.1,Indoor,north,9.73489137036065,163.6,255.8,0
2018-04,陽明山遊客中心,臺北,15409,59.6,23.5,9.0,115.8,Indoor,north,9.642771928314161,37.3,163.6,0
2018-05,陽明山遊客中心,臺北,17161,42.0,28.2,4.0,137.3,Indoor,north,9.750452916367067,59.6,37.3,0
2018-06,陽明山遊客中心,臺北,52793,119.8,28.5,13.0,105.7,Indoor,north,10.874152826873615,42.0,59.6,0
2018-07,陽明山遊客中心,臺北,15355,190.3,30.3,8.0,186.1,Indoor,north,9.639261556120688,119.8,42.0,0
2018-08,陽明山遊客中心,臺北,15512,186.8,29.5,19.0,128.0,Indoor,north,9.64943366106433,190.3,119.8,0
2018-09,陽明山遊客中心,臺北,13055,321.9,28.2,18.0,148.1,Indoor,north,9.477003077203888,186.8,190.3,1
2018-10,陽明山遊客中心,臺北,16738,125.1,23.3,19.0,103.8,Indoor,north,9.72549660510262,321.9,186.8,0
2018-11,陽明山遊客中心,臺北,18460,64.4,22.7,13.0,91.0,Indoor,north,9.82341567777057,125.1,321.9,0
2018-12,陽明山遊客中心,臺北,20950,54.4,19.5,16.0,91.1,Indoor,north,9.949941656908011,64.4,125.1,0
2019-01,陽明山遊客中心,臺北,16358,45.0,18.5,10.0,78.0,Indoor,north,9.702533483594172,54.4,64.4,0
2019-02,陽明山遊客中心,臺北,34154,64.1,18.8,9.0,55.5,Indoor,north,10.438664267165949,45.0,54.4,0
2019-03,陽明山遊客中心,臺北,19223,184.2,19.8,16.0,76.3,Indoor,north,9.863914777416305,64.1,45.0,0
2019-04,陽明山遊客中心,臺北,22918,115.1,24.2,13.0,105.0,Indoor,north,10.039721539859407,184.2,64.1,0
2019-05,陽明山遊客中心,臺北,18408,335.8,25.0,17.0,80.3,Indoor,north,9.820594954446562,115.1,184.2,1
2019-06,陽明山遊客中心,臺北,20368,419.5,28.5,16.0,91.4,Indoor,north,9.92176941621414,335.8,115.1,1
2019-07,陽明山遊客中心,臺北,20841,439.3,30.3,16.0,145.5,Indoor,north,9.944725460552373,419.5,335.8,1
2019-08,陽明山遊客中心,臺北,21888,212.4,30.5,15.0,186.8,Indoor,north,9.993739506513155,439.3,419.5,0
2019-09,陽明山遊客中心,臺北,13500,377.1,27.3,15.0,139.7,Indoor,north,9.510519035757246,212.4,439.3,1
2019-10,陽明山遊客中心,臺北,17686,27.1,25.3,8.0,159.0,Indoor,north,9.780585185434793,377.1,212.4,0
2019-11,陽明山遊客中心,臺北,16880,13.8,22.0,11.0,102.9,Indoor,north,9.733944008101389,27.1,377.1,0
2019-12,陽明山遊客中心,臺北,15873,136.2,19.1,9.0,80.8,Indoor,north,9.672437829650821,13.8,27.1,0
2020-01,陽明山遊客中心,臺北,18936,38.6,17.9,10.0,113.2,Indoor,north,9.848872959262906,136.2,13.8,0
2020-02,陽明山遊客中心,臺北,14591,29.6,18.7,8.0,126.0,Indoor,north,9.588228712314113,38.6,136.2,0
2020-03,陽明山遊客中心,臺北,12992,245.5,20.8,17.0,87.1,Indoor,north,9.472166029882736,29.6,38.6,0
2020-04,陽明山遊客中心,臺北,9603,87.9,20.9,15.0,93.6,Indoor,north,9.169934957341145,245.5,29.6,0
2020-05,陽明山遊客中心,臺北,10249,405.8,26.9,15.0,107.2,Indoor,north,9.235032984566555,87.9,245.5,1
2020-06,陽明山遊客中心,臺北,12303,117.9,30.5,8.0,150.6,Indoor,north,9.417679691745425,405.8,87.9,0
2020-07,陽明山遊客中心,臺北,13064,133.5,30.9,9.0,160.3,Indoor,north,9.477692177954713,117.9,405.8,0
2020-08,陽明山遊客中心,臺北,10650,322.5,30.2,13.0,193.5,Indoor,north,9.273409063443166,133.5,117.9,1
2020-09,陽明山遊客中心,臺北,9458,129.5,27.8,15.0,133.1,Indoor,north,9.15472194821317,322.5,133.5,0
2020-10,陽明山遊客中心,臺北,9071,25.5,24.5,11.0,83.0,Indoor,north,9.112948025967533,129.5,322.5,0
2020-11,陽明山遊客中心,臺北,8622,21.5,23.3,10.0,88.0,Indoor,north,9.062188330952324,25.5,129.5,0
2020-12,陽明山遊客中心,臺北,5340,145.0,18.1,24.0,16.9,Indoor,north,8.58316818033977,21.5,25.5,0
2021-01,陽明山遊客中心,臺北,9087,41.0,16.0,10.0,124.5,Indoor,north,9.114710140960932,145.0,21.5,0
2021-02,陽明山遊客中心,臺北,10321,46.5,19.1,7.0,150.6,Indoor,north,9.242032818708672,41.0,145.0,0
2021-03,陽明山遊客中心,臺北,9338,77.5,20.3,8.0,110.1,Indoor,north,9.141954459109717,46.5,41.0,0
2021-04,陽明山遊客中心,臺北,11290,60.0,22.4,4.0,133.1,Indoor,north,9.331761227180522,77.5,46.5,0
2021-05,陽明山遊客中心,臺北,4219,119.5,28.2,6.0,141.3,Indoor,north,8.347590407030058,60.0,77.5,0
2021-06,陽明山遊客中心,臺北,0,316.5,29.3,10.0,152.4,Indoor,north,0.0,119.5,60.0,1
2021-07,陽明山遊客中心,臺北,175,288.0,30.3,13.0,217.2,Indoor,north,5.170483995038151,316.5,119.5,1
2021-08,陽明山遊客中心,臺北,835,409.0,28.9,17.0,165.6,Indoor,north,6.728628613084702,288.0,316.5,1
2021-09,陽明山遊客中心,臺北,1201,181.5,29.5,8.0,225.4,Indoor,north,7.091742115095153,409.0,288.0,0
2021-10,陽明山遊客中心,臺北,1127,245.0,25.7,12.0,124.5,Indoor,north,7.028201432058005,181.5,409.0,0
2021-11,陽明山遊客中心,臺北,1555,70.0,21.2,12.0,64.7,Indoor,north,7.349873704738337,245.0,181.5,0
2021-12,陽明山遊客中心,臺北,3309,54.0,18.3,9.0,83.0,Indoor,north,8.104703468371108,70.0,245.0,0
2022-01,陽明山遊客中心,臺北,4733,122.0,17.2,13.0,47.1,Indoor,north,8.46252579007393,54.0,70.0,0
2022-02,陽明山遊客中心,臺北,6628,252.0,16.4,21.0,31.1,Indoor,north,8.79920924224139,122.0,54.0,1
2022-03,陽明山遊客中心,臺北,7705,197.5,21.1,11.0,128.5,Indoor,north,8.949754525186103,252.0,122.0,0
2022-04,陽明山遊客中心,臺北,5146,108.5,22.5,7.0,100.9,Indoor,north,8.546169299652755,197.5,252.0,0
2022-05,陽明山遊客中心,臺北,3517,486.0,23.4,20.0,48.2,Indoor,north,8.165647925297504,108.5,197.5,1
2022-06,陽明山遊客中心,臺北,7594,234.5,28.1,15.0,136.1,Indoor,north,8.935245415029874,486.0,108.5,0
2022-07,陽明山遊客中心,臺北,14315,122.0,30.8,10.0,241.2,Indoor,north,9.569133071885917,234.5,486.0,0
2022-08,陽明山遊客中心,臺北,11911,218.5,30.6,10.0,218.1,Indoor,north,9.385301574363845,122.0,234.5,0
2022-09,陽明山遊客中心,臺北,7465,256.0,27.3,15.0,160.0,Indoor,north,8.91811465947453,218.5,122.0,1
2022-10,陽明山遊客中心,臺北,5787,449.5,24.2,20.0,77.2,Indoor,north,8.663542087751374,256.0,218.5,1
2022-11,陽明山遊客中心,臺北,6438,119.5,23.6,5.0,102.8,Indoor,north,8.770128527538184,449.5,256.0,0
2022-12,陽明山遊客中心,臺北,6593,90.5,16.6,18.0,56.6,Indoor,north,8.793915423631676,119.5,449.5,0
2023-01,陽明山遊客中心,臺北,60330,28.0,17.0,10.0,88.0,Indoor,north,11.007601346798845,90.5,119.5,0
2023-02,陽明山遊客中心,臺北,60338,37.5,17.5,7.0,68.2,Indoor,north,11.00773393982133,28.0,90.5,0
2023-03,陽明山遊客中心,臺北,73293,23.5,20.0,7.0,151.0,Indoor,north,11.202234029135594,37.5,28.0,0
2023-04,陽明山遊客中心,臺北,70644,109.5,22.6,9.0,111.9,Indoor,north,11.165422614199908,23.5,37.5,0
2023-05,陽明山遊客中心,臺北,58005,182.5,25.8,13.0,136.4,Indoor,north,10.968301732454014,109.5,23.5,0
2023-06,陽明山遊客中心,臺北,60807,482.0,28.8,13.0,136.3,Indoor,north,11.015476638245877,182.5,109.5,1
2023-07,陽明山遊客中心,臺北,74049,119.0,30.4,13.0,212.3,Indoor,north,11.212495819695945,482.0,182.5,0
