date,attraction,city,tourists,type
2021_07,國立故宮博物院,臺北市,2891,Indoor
2021_07,淡水漁人碼頭,新北市,67326,Outdoor
2021_07,新北市立黃金博物館,新北市,2526,Outdoor
2021_07,國立自然科學博物館,臺中市,14155,Indoor
2021_07,國立臺灣美術館(含美術園道商圈),臺中市,2629,Indoor
2021_07,臺中國家歌劇院,臺中市,3508,Indoor
2021_07,日月潭環潭區,南投縣,18615,Outdoor
2021_07,清境農場,南投縣,18498,Outdoor
2021_07,溪頭自然教育園區,南投縣,9989,Outdoor
2021_07,蓮池潭,高雄市,17147,Outdoor
2021_07,國立科學工藝博物館,高雄市,30861,Indoor
2021_07,高雄市立美術館,高雄市,8274,Indoor
2021_07,旗津風景區,高雄市,96060,Outdoor
2021_07,墾丁國家森林遊樂區,屏東縣,1251,Outdoor
2021_07,國立海洋生物博物館,屏東縣,7980,Indoor
2021_07,墾丁海水浴場,屏東縣,1079,Outdoor
2021_07,駁二藝術特區,高雄市,1000,Outdoor
2021_08,陽明山遊客中心,臺北市,835,Indoor
2021_08,陽明公園,臺北市,14460,Outdoor
2021_08,擎天崗,臺北市,22205,Outdoor
2021_08,國立故宮博物院,臺北市,18740,Indoor
2021_08,淡水漁人碼頭,新北市,95513,Outdoor
2021_08,新北市立黃金博物館,新北市,11877,Outdoor
2021_08,國立自然科學博物館,臺中市,83982,Indoor
2021_08,國立臺灣美術館(含美術園道商圈),臺中市,18958,Indoor
2021_08,臺中國家歌劇院,臺中市,33553,Indoor
2021_08,日月潭環潭區,南投縣,93487,Outdoor
2021_08,清境農場,南投縣,57414,Outdoor
2021_08,溪頭自然教育園區,南投縣,72945,Outdoor
2021_08,蓮池潭,高雄市,24827,Outdoor
2021_08,國立科學工藝博物館,高雄市,51088,Indoor
2021_08,高雄市立美術館,高雄市,54949,Indoor
2021_08,旗津風景區,高雄市,157505,Outdoor
2021_08,墾丁國家森林遊樂區,屏東縣,5675,Outdoor
2021_08,國立海洋生物博物館,屏東縣,54110,Indoor
2021_08,墾丁海水浴場,屏東縣,10602,Outdoor
2021_08,駁二藝術特區,高雄市,8911,Outdoor
2021_09,陽明山遊客中心,臺北市,1201,Indoor
2021_09,陽明公園,臺北市,13520,Outdoor
2021_09,擎天崗,臺北市,23454,Outdoor
2021_09,國立故宮博物院,臺北市,19855,Indoor
2021_09,淡水漁人碼頭,新北市,100929,Outdoor
2021_09,新北市立黃金博物館,新北市,13690,Outdoor
2021_09,國立自然科學博物館,臺中市,92984,Indoor
2021_09,國立臺灣美術館(含美術園道商圈),臺中市,22262,Indoor
2021_09,臺中國家歌劇院,臺中市,48770,Indoor
2021_09,日月潭環潭區,南投縣,71826,Outdoor
2021_09,清境農場,南投縣,60470,Outdoor
2021_09,溪頭自然教育園區,南投縣,127233,Outdoor
2021_09,蓮池潭,高雄市,27498,Outdoor
2021_09,國立科學工藝博物館,高雄市,54983,Indoor
2021_09,高雄市立美術館,高雄市,82356,Indoor
2021_09,旗津風景區,高雄市,208889,Outdoor
2021_09,墾丁國家森林遊樂區,屏東縣,8286,Outdoor
2021_09,國立海洋生物博物館,屏東縣,57066,Indoor
2021_09,墾丁海水浴場,屏東縣,15236,Outdoor
2021_09,駁二藝術特區,高雄市,45671,Outdoor
2021_10,陽明山遊客中心,臺北市,1127,Indoor
2021_10,陽明公園,臺北市,6308,Outdoor
2021_10,擎天崗,臺北市,23454,Outdoor
2021_10,國立故宮博物院,臺北市,70089,Indoor
2021_10,淡水漁人碼頭,新北市,165001,Outdoor
2021_10,新北市立黃金博物館,新北市,25420,Outdoor
2021_10,國立自然科學博物館,臺中市,155223,Indoor
2021_10,國立臺灣美術館(含美術園道商圈),臺中市,34297,Indoor
2021_10,臺中國家歌劇院,臺中市,91325,Indoor
2021_10,日月潭環潭區,南投縣,162146,Outdoor
2021_10,清境農場,南投縣,79352,Outdoor
2021_10,溪頭自然教育園區,南投縣,140169,Outdoor
2021_10,蓮池潭,高雄市,44906,Outdoor
2021_10,國立科學工藝博物館,高雄市,106229,Indoor
2021_10,高雄市立美術館,高雄市,113829,Indoor
2021_10,旗津風景區,高雄市,276432,Outdoor
2021_10,墾丁國家森林遊樂區,屏東縣,9658,Outdoor
2021_10,國立海洋生物博物館,屏東縣,81334,Indoor
2021_10,墾丁海水浴場,屏東縣,20223,Outdoor
2021_10,駁二藝術特區,高雄市,209900,Outdoor
2021_11,陽明山遊客中心,臺北市,1555,Indoor
2021_11,陽明公園,臺北市,5970,Outdoor
2021_11,擎天崗,臺北市,31184,Outdoor
2021_11,國立故宮博物院,臺北市,62295,Indoor
2021_11,淡水漁人碼頭,新北市,123142,Outdoor
2021_11,新北市立黃金博物館,新北市,58962,Outdoor
2021_11,國立自然科學博物館,臺中市,222899,Indoor
2021_11,國立臺灣美術館(含美術園道商圈),臺中市,34128,Indoor
2021_11,臺中國家歌劇院,臺中市,89105,Indoor
2021_11,日月潭環潭區,南投縣,272386,Outdoor
2021_11,清境農場,南投縣,82812,Outdoor
2021_11,溪頭自然教育園區,南投縣,147699,Outdoor
2021_11,蓮池潭,高雄市,73763,Outdoor
2021_11,國立科學工藝博物館,高雄市,183317,Indoor
2021_11,高雄市立美術館,高雄市,44520,Indoor
2021_11,旗津風景區,高雄市,282805,Outdoor
2021_11,墾丁國家森林遊樂區,屏東縣,17397,Outdoor
2021_11,國立海洋生物博物館,屏東縣,72220,Indoor
2021_11,墾丁海水浴場,屏東縣,23059,Outdoor
2021_11,駁二藝術特區,高雄市,213835,Outdoor
2021_12,陽明山遊客中心,臺北市,3309,Indoor
2021_12,陽明公園,臺北市,6622,Outdoor
2021_12,擎天崗,臺北市,23673,Outdoor
2021_12,國立故宮博物院,臺北市,34916,Indoor
2021_12,淡水漁人碼頭,新北市,136970,Outdoor
2021_12,新北市立黃金博物館,新北市,57097,Outdoor
2021_12,國立自然科學博物館,臺中市,207570,Indoor
2021_12,國立臺灣美術館(含美術園道商圈),臺中市,34833,Indoor
2021_12,臺中國家歌劇院,臺中市,139902,Indoor
2021_12,日月潭環潭區,南投縣,313599,Outdoor
2021_12,清境農場,南投縣,81831,Outdoor
2021_12,溪頭自然教育園區,南投縣,135629,Outdoor
2021_12,蓮池潭,高雄市,48090,Outdoor
2021_12,國立科學工藝博物館,高雄市,137166,Indoor
2021_12,高雄市立美術館,高雄市,62594,Indoor
2021_12,旗津風景區,高雄市,273199,Outdoor
2021_12,墾丁國家森林遊樂區,屏東縣,20901,Outdoor
2021_12,國立海洋生物博物館,屏東縣,68799,Indoor
2021_12,墾丁海水浴場,屏東縣,21628,Outdoor
2021_12,駁二藝術特區,高雄市,1214270,Outdoor
2022_01,陽明山遊客中心,臺北市,4733,Indoor
2022_01,陽明公園,臺北市,202150,Outdoor
2022_01,擎天崗,臺北市,21729,Outdoor
2022_01,國立故宮博物院,臺北市,34727,Indoor
2022_01,淡水漁人碼頭,新北市,94946,Outdoor
2022_01,新北市立黃金博物館,新北市,38686,Outdoor
2022_01,國立自然科學博物館,臺中市,177202,Indoor
2022_01,國立臺灣美術館(含美術園道商圈),臺中市,45330,Indoor
2022_01,臺中國家歌劇院,臺中市,55928,Indoor
2022_01,日月潭環潭區,南投縣,190230,Outdoor
2022_01,清境農場,南投縣,62844,Outdoor
2022_01,溪頭自然教育園區,南投縣,83870,Outdoor
2022_01,蓮池潭,高雄市,80582,Outdoor
2022_01,國立科學工藝博物館,高雄市,101717,Indoor
2022_01,高雄市立美術館,高雄市,50986,Indoor
2022_01,旗津風景區,高雄市,205246,Outdoor
2022_01,墾丁國家森林遊樂區,屏東縣,14686,Outdoor
2022_01,國立海洋生物博物館,屏東縣,57940,Indoor
2022_01,墾丁海水浴場,屏東縣,17493,Outdoor
2022_01,駁二藝術特區,高雄市,485083,Outdoor
2022_02,陽明山遊客中心,臺北市,6628,Indoor
2022_02,陽明公園,臺北市,278450,Outdoor
2022_02,擎天崗,臺北市,20132,Outdoor
2022_02,國立故宮博物院,臺北市,37931,Indoor
2022_02,淡水漁人碼頭,新北市,102044,Outdoor
2022_02,新北市立黃金博物館,新北市,44527,Outdoor
2022_02,國立自然科學博物館,臺中市,182820,Indoor
2022_02,國立臺灣美術館(含美術園道商圈),臺中市,51473,Indoor
2022_02,臺中國家歌劇院,臺中市,72096,Indoor
2022_02,日月潭環潭區,南投縣,558367,Outdoor
2022_02,清境農場,南投縣,92438,Outdoor
2022_02,溪頭自然教育園區,南投縣,79494,Outdoor
2022_02,蓮池潭,高雄市,84884,Outdoor
2022_02,國立科學工藝博物館,高雄市,150628,Indoor
2022_02,高雄市立美術館,高雄市,77810,Indoor
2022_02,旗津風景區,高雄市,146085,Outdoor
2022_02,墾丁國家森林遊樂區,屏東縣,16437,Outdoor
2022_02,國立海洋生物博物館,屏東縣,74747,Indoor
2022_02,墾丁海水浴場,屏東縣,14891,Outdoor
2022_02,駁二藝術特區,高雄市,2650740,Outdoor
2022_03,陽明山遊客中心,臺北市,7705,Indoor
2022_03,陽明公園,臺北市,544370,Outdoor
2022_03,擎天崗,臺北市,30926,Outdoor
2022_03,國立故宮博物院,臺北市,32976,Indoor
2022_03,淡水漁人碼頭,新北市,115627,Outdoor
2022_03,新北市立黃金博物館,新北市,60751,Outdoor
2022_03,國立自然科學博物館,臺中市,184470,Indoor
2022_03,國立臺灣美術館(含美術園道商圈),臺中市,34090,Indoor
2022_03,臺中國家歌劇院,臺中市,78965,Indoor
2022_03,日月潭環潭區,南投縣,384485,Outdoor
2022_03,清境農場,南投縣,62799,Outdoor
2022_03,溪頭自然教育園區,南投縣,117015,Outdoor
2022_03,蓮池潭,高雄市,78435,Outdoor
2022_03,國立科學工藝博物館,高雄市,143472,Indoor
2022_03,高雄市立美術館,高雄市,99437,Indoor
2022_03,旗津風景區,高雄市,264210,Outdoor
2022_03,墾丁國家森林遊樂區,屏東縣,17104,Outdoor
2022_03,國立海洋生物博物館,屏東縣,59094,Indoor
2022_03,墾丁海水浴場,屏東縣,20674,Outdoor
2022_03,駁二藝術特區,高雄市,312061,Outdoor
2022_04,陽明山遊客中心,臺北市,5146,Indoor
2022_04,陽明公園,臺北市,525003,Outdoor
2022_04,擎天崗,臺北市,34801,Outdoor
2022_04,國立故宮博物院,臺北市,25908,Indoor
2022_04,淡水漁人碼頭,新北市,114439,Outdoor
2022_04,新北市立黃金博物館,新北市,48771,Outdoor
2022_04,國立自然科學博物館,臺中市,113725,Indoor
2022_04,國立臺灣美術館(含美術園道商圈),臺中市,26105,Indoor
2022_04,臺中國家歌劇院,臺中市,53743,Indoor
2022_04,日月潭環潭區,南投縣,177944,Outdoor
2022_04,清境農場,南投縣,55108,Outdoor
2022_04,溪頭自然教育園區,南投縣,101027,Outdoor
2022_04,蓮池潭,高雄市,156142,Outdoor
2022_04,國立科學工藝博物館,高雄市,125985,Indoor
2022_04,高雄市立美術館,高雄市,132077,Indoor
2022_04,旗津風景區,高雄市,761025,Outdoor
2022_04,墾丁國家森林遊樂區,屏東縣,12602,Outdoor
2022_04,國立海洋生物博物館,屏東縣,51917,Indoor
2022_04,墾丁海水浴場,屏東縣,16006,Outdoor
2022_04,駁二藝術特區,高雄市,204002,Outdoor
2022_05,陽明山遊客中心,臺北市,3517,Indoor
2022_05,陽明公園,臺北市,219193,Outdoor
2022_05,擎天崗,臺北市,16189,Outdoor
2022_05,國立故宮博物院,臺北市,16461,Indoor
2022_05,淡水漁人碼頭,新北市,97126,Outdoor
2022_05,新北市立黃金博物館,新北市,30124,Outdoor
2022_05,國立自然科學博物館,臺中市,57562,Indoor
2022_05,國立臺灣美術館(含美術園道商圈),臺中市,16798,Indoor
2022_05,臺中國家歌劇院,臺中市,29690,Indoor
2022_05,日月潭環潭區,南投縣,42308,Outdoor
2022_05,清境農場,南投縣,19845,Outdoor
2022_05,溪頭自然教育園區,南投縣,53811,Outdoor
2022_05,蓮池潭,高雄市,138487,Outdoor
2022_05,國立科學工藝博物館,高雄市,76701,Indoor
2022_05,高雄市立美術館,高雄市,122219,Indoor
2022_05,旗津風景區,高雄市,573069,Outdoor
2022_05,墾丁國家森林遊樂區,屏東縣,13036,Outdoor
2022_05,國立海洋生物博物館,屏東縣,26810,Indoor
2022_05,墾丁海水浴場,屏東縣,10178,Outdoor
2022_05,駁二藝術特區,高雄市,186996,Outdoor
2022_06,陽明山遊客中心,臺北市,7594,Indoor
2022_06,陽明公園,臺北市,207641,Outdoor
2022_06,擎天崗,臺北市,38108,Outdoor
2022_06,國立故宮博物院,臺北市,28804,Indoor
2022_06,淡水漁人碼頭,新北市,123886,Outdoor
2022_06,新北市立黃金博物館,新北市,49325,Outdoor
2022_06,國立自然科學博物館,臺中市,111171,Indoor
2022_06,國立臺灣美術館(含美術園道商圈),臺中市,25979,Indoor
2022_06,臺中國家歌劇院,臺中市,50020,Indoor
2022_06,日月潭環潭區,南投縣,48188,Outdoor
2022_06,清境農場,南投縣,45031,Outdoor
2022_06,溪頭自然教育園區,南投縣,89887,Outdoor
2022_06,蓮池潭,高雄市,140271,Outdoor
2022_06,國立科學工藝博物館,高雄市,76269,Indoor
2022_06,高雄市立美術館,高雄市,106430,Indoor
2022_06,旗津風景區,高雄市,747947,Outdoor
2022_06,墾丁國家森林遊樂區,屏東縣,7724,Outdoor
2022_06,國立海洋生物博物館,屏東縣,60699,Indoor
2022_06,墾丁海水浴場,屏東縣,18365,Outdoor
2022_06,駁二藝術特區,高雄市,222745,Outdoor
2022_07,陽明山遊客中心,臺北市,14315,Indoor
2022_07,陽明公園,臺北市,296942,Outdoor
2022_07,擎天崗,臺北市,51806,Outdoor
2022_07,國立故宮博物院,臺北市,69660,Indoor
2022_07,淡水漁人碼頭,新北市,132975,Outdoor
2022_07,新北市立黃金博物館,新北市,91977,Outdoor
2022_07,國立自然科學博物館,臺中市,327499,Indoor
2022_07,國立臺灣美術館(含美術園道商圈),臺中市,51700,Indoor
2022_07,臺中國家歌劇院,臺中市,72639,Indoor
2022_07,日月潭環潭區,南投縣,340158,Outdoor
2022_07,清境農場,南投縣,104337,Outdoor
2022_07,溪頭自然教育園區,南投縣,179605,Outdoor
2022_07,蓮池潭,高雄市,212843,Outdoor
2022_07,國立科學工藝博物館,高雄市,209894,Indoor
2022_07,高雄市立美術館,高雄市,153212,Indoor
2022_07,旗津風景區,高雄市,822797,Outdoor
2022_07,墾丁國家森林遊樂區,屏東縣,18350,Outdoor
2022_07,國立海洋生物博物館,屏東縣,149762,Indoor
2022_07,墾丁海水浴場,屏東縣,24517,Outdoor
2022_07,駁二藝術特區,高雄市,291787,Outdoor
2022_08,陽明山遊客中心,臺北市,11911,Indoor
2022_08,陽明公園,臺北市,362586,Outdoor
2022_08,擎天崗,臺北市,52038,Outdoor
2022_08,國立故宮博物院,臺北市,70950,Indoor
2022_08,淡水漁人碼頭,新北市,128162,Outdoor
2022_08,新北市立黃金博物館,新北市,101847,Outdoor
2022_08,國立自然科學博物館,臺中市,310051,Indoor
2022_08,國立臺灣美術館(含美術園道商圈),臺中市,55733,Indoor
2022_08,臺中國家歌劇院,臺中市,82874,Indoor
2022_08,日月潭環潭區,南投縣,553141,Outdoor
2022_08,清境農場,南投縣,107426,Outdoor
2022_08,溪頭自然教育園區,南投縣,177151,Outdoor
2022_08,蓮池潭,高雄市,203979,Outdoor
2022_08,國立科學工藝博物館,高雄市,238060,Indoor
2022_08,高雄市立美術館,高雄市,153087,Indoor
2022_08,旗津風景區,高雄市,685727,Outdoor
2022_08,墾丁國家森林遊樂區,屏東縣,16243,Outdoor
2022_08,國立海洋生物博物館,屏東縣,146905,Indoor
2022_08,墾丁海水浴場,屏東縣,22953,Outdoor
2022_08,駁二藝術特區,高雄市,336937,Outdoor
2022_09,陽明山遊客中心,臺北市,7465,Indoor
2022_09,陽明公園,臺北市,203882,Outdoor
2022_09,擎天崗,臺北市,32706,Outdoor
2022_09,國立故宮博物院,臺北市,42339,Indoor
2022_09,淡水漁人碼頭,新北市,146359,Outdoor
2022_09,新北市立黃金博物館,新北市,70596,Outdoor
2022_09,國立自然科學博物館,臺中市,190109,Indoor
2022_09,國立臺灣美術館(含美術園道商圈),臺中市,42007,Indoor
2022_09,臺中國家歌劇院,臺中市,72160,Indoor
2022_09,日月潭環潭區,南投縣,224567,Outdoor
2022_09,清境農場,南投縣,58288,Outdoor
2022_09,溪頭自然教育園區,南投縣,157514,Outdoor
2022_09,蓮池潭,高雄市,167025,Outdoor
2022_09,國立科學工藝博物館,高雄市,154756,Indoor
2022_09,高雄市立美術館,高雄市,122942,Indoor
2022_09,旗津風景區,高雄市,388051,Outdoor
2022_09,墾丁國家森林遊樂區,屏東縣,12203,Outdoor
2022_09,國立海洋生物博物館,屏東縣,91291,Indoor
2022_09,墾丁海水浴場,屏東縣,21546,Outdoor
2022_09,駁二藝術特區,高雄市,280162,Outdoor
2022_10,陽明山遊客中心,臺北市,5787,Indoor
2022_10,陽明公園,臺北市,184476,Outdoor
2022_10,擎天崗,臺北市,28482,Outdoor
2022_10,國立故宮博物院,臺北市,64834,Indoor
2022_10,淡水漁人碼頭,新北市,127811,Outdoor
2022_10,新北市立黃金博物館,新北市,61875,Outdoor
2022_10,國立自然科學博物館,臺中市,226250,Indoor
2022_10,國立臺灣美術館(含美術園道商圈),臺中市,47464,Indoor
2022_10,臺中國家歌劇院,臺中市,123467,Indoor
2022_10,日月潭環潭區,南投縣,303441,Outdoor
2022_10,清境農場,南投縣,74211,Outdoor
2022_10,溪頭自然教育園區,南投縣,151151,Outdoor
2022_10,蓮池潭,高雄市,204335,Outdoor
2022_10,國立科學工藝博物館,高雄市,262547,Indoor
2022_10,高雄市立美術館,高雄市,127460,Indoor
2022_10,旗津風景區,高雄市,469710,Outdoor
2022_10,墾丁國家森林遊樂區,屏東縣,17335,Outdoor
2022_10,國立海洋生物博物館,屏東縣,92485,Indoor
2022_10,墾丁海水浴場,屏東縣,19269,Outdoor
2022_10,駁二藝術特區,高雄市,443128,Outdoor
2022_11,陽明山遊客中心,臺北市,6438,Indoor
2022_11,陽明公園,臺北市,330665,Outdoor
2022_11,擎天崗,臺北市,39082,Outdoor
2022_11,國立故宮博物院,臺北市,57755,Indoor
2022_11,淡水漁人碼頭,新北市,130026,Outdoor
2022_11,新北市立黃金博物館,新北市,73137,Outdoor
2022_11,國立自然科學博物館,臺中市,207733,Indoor
2022_11,國立臺灣美術館(含美術園道商圈),臺中市,47095,Indoor
2022_11,臺中國家歌劇院,臺中市,90390,Indoor
2022_11,日月潭環潭區,南投縣,311114,Outdoor
2022_11,清境農場,南投縣,73397,Outdoor
2022_11,溪頭自然教育園區,南投縣,142810,Outdoor
2022_11,蓮池潭,高雄市,204480,Outdoor
2022_11,國立科學工藝博物館,高雄市,194042,Indoor
2022_11,高雄市立美術館,高雄市,149371,Indoor
2022_11,旗津風景區,高雄市,444218,Outdoor
2022_11,墾丁國家森林遊樂區,屏東縣,14666,Outdoor
2022_11,國立海洋生物博物館,屏東縣,61796,Indoor
2022_11,墾丁海水浴場,屏東縣,19161,Outdoor
2022_11,駁二藝術特區,高雄市,408840,Outdoor
2022_12,陽明山遊客中心,臺北市,6593,Indoor
2022_12,陽明公園,臺北市,137314,Outdoor
2022_12,擎天崗,臺北市,27559,Outdoor
2022_12,國立故宮博物院,臺北市,74943,Indoor
2022_12,淡水漁人碼頭,新北市,117195,Outdoor
2022_12,新北市立黃金博物館,新北市,62544,Outdoor
2022_12,國立自然科學博物館,臺中市,211216,Indoor
2022_12,國立臺灣美術館(含美術園道商圈),臺中市,43944,Indoor
2022_12,臺中國家歌劇院,臺中市,160955,Indoor
2022_12,日月潭環潭區,南投縣,218944,Outdoor
2022_12,清境農場,南投縣,85775,Outdoor
2022_12,溪頭自然教育園區,南投縣,134323,Outdoor
2022_12,蓮池潭,高雄市,219448,Outdoor
2022_12,國立科學工藝博物館,高雄市,141301,Indoor
2022_12,高雄市立美術館,高雄市,166375,Indoor
2022_12,旗津風景區,高雄市,469280,Outdoor
2022_12,墾丁國家森林遊樂區,屏東縣,16150,Outdoor
2022_12,國立海洋生物博物館,屏東縣,62503,Indoor
2022_12,墾丁海水浴場,屏東縣,17599,Outdoor
2022_12,駁二藝術特區,高雄市,422217,Outdoor
2023_01,陽明山遊客中心,臺北市,60330,Indoor
2023_01,陽明公園,臺北市,351555,Outdoor
2023_01,擎天崗,臺北市,46019,Outdoor
2023_01,國立故宮博物院,臺北市,103511,Indoor
2023_01,淡水漁人碼頭,新北市,143781,Outdoor
2023_01,新北市立黃金博物館,新北市,82398,Outdoor
2023_01,國立自然科學博物館,臺中市,245635,Indoor
2023_01,國立臺灣美術館(含美術園道商圈),臺中市,49764,Indoor
2023_01,臺中國家歌劇院,臺中市,83337,Indoor
2023_01,日月潭環潭區,南投縣,353344,Outdoor
2023_01,清境農場,南投縣,99468,Outdoor
2023_01,溪頭自然教育園區,南投縣,87491,Outdoor
2023_01,蓮池潭,高雄市,1674710,Outdoor
2023_01,國立科學工藝博物館,高雄市,146453,Indoor
2023_01,高雄市立美術館,高雄市,163279,Indoor
2023_01,旗津風景區,高雄市,594462,Outdoor
2023_01,墾丁國家森林遊樂區,屏東縣,23226,Outdoor
2023_01,國立海洋生物博物館,屏東縣,108543,Indoor
2023_01,墾丁海水浴場,屏東縣,13703,Outdoor
2023_01,駁二藝術特區,高雄市,592764,Outdoor
2023_02,陽明山遊客中心,臺北市,60338,Indoor
2023_02,陽明公園,臺北市,383053,Outdoor
2023_02,擎天崗,臺北市,48374,Outdoor
2023_02,國立故宮博物院,臺北市,98055,Indoor
2023_02,淡水漁人碼頭,新北市,122917,Outdoor
2023_02,新北市立黃金博物館,新北市,94255,Outdoor
2023_02,國立自然科學博物館,臺中市,213250,Indoor
2023_02,國立臺灣美術館(含美術園道商圈),臺中市,45125,Indoor
2023_02,臺中國家歌劇院,臺中市,95926,Indoor
2023_02,日月潭環潭區,南投縣,550134,Outdoor
2023_02,清境農場,南投縣,95350,Outdoor
2023_02,溪頭自然教育園區,南投縣,115020,Outdoor
2023_02,蓮池潭,高雄市,381063,Outdoor
2023_02,國立科學工藝博物館,高雄市,140174,Indoor
2023_02,高雄市立美術館,高雄市,144357,Indoor
2023_02,旗津風景區,高雄市,457564,Outdoor
2023_02,墾丁國家森林遊樂區,屏東縣,17784,Outdoor
2023_02,國立海洋生物博物館,屏東縣,75750,Indoor
2023_02,墾丁海水浴場,屏東縣,16471,Outdoor
2023_02,駁二藝術特區,高雄市,395552,Outdoor
2023_03,陽明山遊客中心,臺北市,73293,Indoor
2023_03,陽明公園,臺北市,658319,Outdoor
2023_03,擎天崗,臺北市,53412,Outdoor
2023_03,國立故宮博物院,臺北市,99299,Indoor
2023_03,淡水漁人碼頭,新北市,124653,Outdoor
2023_03,新北市立黃金博物館,新北市,84278,Outdoor
2023_03,國立自然科學博物館,臺中市,147327,Indoor
2023_03,國立臺灣美術館(含美術園道商圈),臺中市,35934,Indoor
2023_03,臺中國家歌劇院,臺中市,66171,Indoor
2023_03,日月潭環潭區,南投縣,377220,Outdoor
2023_03,清境農場,南投縣,79847,Outdoor
2023_03,溪頭自然教育園區,南投縣,127511,Outdoor
2023_03,蓮池潭,高雄市,219365,Outdoor
2023_03,國立科學工藝博物館,高雄市,128913,Indoor
2023_03,高雄市立美術館,高雄市,165838,Indoor
2023_03,旗津風景區,高雄市,458052,Outdoor
2023_03,墾丁國家森林遊樂區,屏東縣,14043,Outdoor
2023_03,國立海洋生物博物館,屏東縣,53505,Indoor
2023_03,墾丁海水浴場,屏東縣,147179,Outdoor
2023_03,駁二藝術特區,高雄市,368760,Outdoor
2023_04,陽明山遊客中心,臺北市,70644,Indoor
2023_04,陽明公園,臺北市,611056,Outdoor
2023_04,擎天崗,臺北市,70576,Outdoor
2023_04,國立故宮博物院,臺北市,125817,Indoor
2023_04,淡水漁人碼頭,新北市,143669,Outdoor
2023_04,新北市立黃金博物館,新北市,109872,Outdoor
2023_04,國立自然科學博物館,臺中市,249112,Indoor
2023_04,國立臺灣美術館(含美術園道商圈),臺中市,49953,Indoor
2023_04,臺中國家歌劇院,臺中市,80488,Indoor
2023_04,日月潭環潭區,南投縣,282251,Outdoor
2023_04,清境農場,南投縣,86630,Outdoor
2023_04,溪頭自然教育園區,南投縣,130825,Outdoor
2023_04,蓮池潭,高雄市,224728,Outdoor
2023_04,國立科學工藝博物館,高雄市,169886,Indoor
2023_04,高雄市立美術館,高雄市,160458,Indoor
2023_04,旗津風景區,高雄市,522138,Outdoor
2023_04,墾丁國家森林遊樂區,屏東縣,19884,Outdoor
2023_04,國立海洋生物博物館,屏東縣,88585,Indoor
2023_04,墾丁海水浴場,屏東縣,14774,Outdoor
2023_04,駁二藝術特區,高雄市,463866,Outdoor
2023_05,陽明山遊客中心,臺北市,58005,Indoor
2023_05,陽明公園,臺北市,549175,Outdoor
2023_05,擎天崗,臺北市,45131,Outdoor
2023_05,國立故宮博物院,臺北市,107071,Indoor
2023_05,淡水漁人碼頭,新北市,127785,Outdoor
2023_05,新北市立黃金博物館,新北市,86767,Outdoor
2023_05,國立自然科學博物館,臺中市,163065,Indoor
2023_05,國立臺灣美術館(含美術園道商圈),臺中市,38849,Indoor
2023_05,臺中國家歌劇院,臺中市,61018,Indoor
2023_05,日月潭環潭區,南投縣,157843,Outdoor
2023_05,清境農場,南投縣,53510,Outdoor
2023_05,溪頭自然教育園區,南投縣,139671,Outdoor
2023_05,蓮池潭,高雄市,218075,Outdoor
2023_05,國立科學工藝博物館,高雄市,136741,Indoor
2023_05,高雄市立美術館,高雄市,154271,Indoor
2023_05,旗津風景區,高雄市,433184,Outdoor
2023_05,墾丁國家森林遊樂區,屏東縣,12069,Outdoor
2023_05,國立海洋生物博物館,屏東縣,65740,Indoor
2023_05,墾丁海水浴場,屏東縣,13597,Outdoor
2023_05,駁二藝術特區,高雄市,364680,Outdoor
2023_06,陽明山遊客中心,臺北市,60807,Indoor
2023_06,陽明公園,臺北市,483219,Outdoor
2023_06,擎天崗,臺北市,52482,Outdoor
2023_06,國立故宮博物院,臺北市,116323,Indoor
2023_06,淡水漁人碼頭,新北市,140142,Outdoor
2023_06,新北市立黃金博物館,新北市,93256,Outdoor
2023_06,國立自然科學博物館,臺中市,210366,Indoor
2023_06,國立臺灣美術館(含美術園道商圈),臺中市,46262,Indoor
2023_06,臺中國家歌劇院,臺中市,57006,Indoor
2023_06,日月潭環潭區,南投縣,200897,Outdoor
2023_06,清境農場,南投縣,68970,Outdoor
2023_06,溪頭自然教育園區,南投縣,148849,Outdoor
2023_06,蓮池潭,高雄市,207441,Outdoor
2023_06,國立科學工藝博物館,高雄市,168104,Indoor
2023_06,高雄市立美術館,高雄市,142556,Indoor
2023_06,旗津風景區,高雄市,415478,Outdoor
2023_06,墾丁國家森林遊樂區,屏東縣,12225,Outdoor
2023_06,國立海洋生物博物館,屏東縣,93874,Indoor
2023_06,墾丁海水浴場,屏東縣,18442,Outdoor
2023_06,駁二藝術特區,高雄市,352003,Outdoor
2023_07,陽明山遊客中心,臺北市,74049,Indoor
2023_07,陽明公園,臺北市,457438,Outdoor
2023_07,擎天崗,臺北市,64993,Outdoor
2023_07,國立故宮博物院,臺北市,137895,Indoor
2023_07,淡水漁人碼頭,新北市,147329,Outdoor
2023_07,新北市立黃金博物館,新北市,96201,Outdoor
2023_07,國立自然科學博物館,臺中市,325236,Indoor
2023_07,國立臺灣美術館(含美術園道商圈),臺中市,60201,Indoor
2023_07,臺中國家歌劇院,臺中市,59732,Indoor
2023_07,日月潭環潭區,南投縣,214742,Outdoor
2023_07,清境農場,南投縣,82633,Outdoor
2023_07,溪頭自然教育園區,南投縣,171728,Outdoor
2023_07,蓮池潭,高雄市,208589,Outdoor
2023_07,國立科學工藝博物館,高雄市,236640,Indoor
